ID,County,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
OH-071,Highland,Ohio,55.9,4.2,130,51.6
OH-073,Hocking,Ohio,55.3,3.9,130,51.4
OH-075,Holmes,Ohio,53.4,4.2,130,49.2
OH-077,Huron,Ohio,53.4,4.2,130,49.3
OH-079,Jackson,Ohio,56,3.6,130,52.4
OH-081,Jefferson,Ohio,53.8,3.5,130,50.3
OH-083,Knox,Ohio,53.6,4.3,130,49.3
OH-085,Lake,Ohio,53.7,5.3,130,48.4
OH-087,Lawrence,Ohio,57.5,3.9,130,53.6
OH-089,Licking,Ohio,54.6,4.3,130,50.4
OH-091,Logan,Ohio,54.1,4.4,130,49.7
OH-093,Lorain,Ohio,53.9,4.2,130,49.7
OH-095,Lucas,Ohio,55.1,5.4,130,49.7
OH-097,Madison,Ohio,56,5.1,130,50.9
OH-099,Mahoning,Ohio,52.7,4.5,130,48.1
OH-101,Marion,Ohio,55.1,5.1,130,50
OH-103,Medina,Ohio,53.6,4.5,130,49.1
OH-105,Meigs,Ohio,56.1,3.3,130,52.8
OH-107,Mercer,Ohio,54.2,4.2,130,49.9
OH-109,Miami,Ohio,55.9,4.9,130,51
OH-111,Monroe,Ohio,55,3.7,130,51.2
OH-113,Montgomery,Ohio,56.5,4.9,130,51.6
OH-115,Morgan,Ohio,55.9,4.4,130,51.5
OH-117,Morrow,Ohio,54,4.8,130,49.2
OH-119,Muskingum,Ohio,55.6,4.8,130,50.8
OH-121,Noble,Ohio,55.6,4.4,130,51.2
OH-123,Ottawa,Ohio,54.9,4.7,130,50.1
OH-125,Paulding,Ohio,54.2,4.4,130,49.7
OH-127,Perry,Ohio,55.2,4.3,130,50.8
OH-129,Pickaway,Ohio,56.2,4.1,130,52.1
OH-131,Pike,Ohio,56.5,4.1,130,52.4
OH-133,Portage,Ohio,52.9,5,130,47.9
OH-135,Preble,Ohio,54.6,3.9,130,50.7
OH-137,Putnam,Ohio,54.8,4.9,130,49.9
OH-139,Richland,Ohio,53.3,4.9,130,48.3
OH-141,Ross,Ohio,56.2,4.1,130,52.2
OH-143,Sandusky,Ohio,54.6,4.5,130,50.1
OH-145,Scioto,Ohio,56.8,3.9,130,53
OH-147,Seneca,Ohio,54.3,4.6,130,49.7
OH-149,Shelby,Ohio,54.5,4.3,130,50.1
OH-151,Stark,Ohio,53.4,4.6,130,48.8
OH-153,Summit,Ohio,53.8,4.9,130,49
OH-155,Trumbull,Ohio,52.7,5,130,47.7
OH-157,Tuscarawas,Ohio,54.2,4.4,130,49.8
OH-159,Union,Ohio,55.1,4.6,130,50.5
OH-161,Van Wert,Ohio,54.4,4.5,130,49.9
OH-163,Vinton,Ohio,55.5,3.6,130,51.9
OH-165,Warren,Ohio,57,4.8,130,52.2
OH-167,Washington,Ohio,56.7,4.5,130,52.3
OH-169,Wayne,Ohio,53.4,4.4,130,49
OH-171,Williams,Ohio,52.8,4.4,129,48.4
OH-173,Wood,Ohio,55.1,5.2,130,49.9
OH-175,Wyandot,Ohio,55.3,5.4,130,49.9
OK-001,Adair,Oklahoma,62.3,3.7,130,58.6
OK-003,Alfalfa,Oklahoma,62.3,4.3,130,58
OK-005,Atoka,Oklahoma,65.4,3.4,130,62
OK-007,Beaver,Oklahoma,60.2,3.5,129,56.7
OK-009,Beckham,Oklahoma,63.9,4.6,130,59.4
OK-011,Blaine,Oklahoma,62.9,4,130,59
OK-013,Bryan,Oklahoma,66.5,3.8,130,62.7
OK-015,Caddo,Oklahoma,63.7,3.7,130,59.9
OK-017,Canadian,Oklahoma,63.2,3.8,129,59.4
OK-019,Carter,Oklahoma,65.2,2.7,130,62.5
OK-021,Cherokee,Oklahoma,62.8,3.3,129,59.5
OK-023,Choctaw,Oklahoma,65.7,3.5,130,62.2
OK-025,Cimarron,Oklahoma,56.9,2.4,126,54.5
OK-027,Cleveland,Oklahoma,63.7,3.2,130,60.5
OK-029,Coal,Oklahoma,65.1,3.2,130,61.9
OK-031,Comanche,Oklahoma,64.8,3.5,130,61.2
OK-033,Cotton,Oklahoma,65.9,3.5,130,62.4
OK-035,Craig,Oklahoma,61.5,2.8,128,58.6
OK-037,Creek,Oklahoma,63.1,3.2,129,59.9
OK-039,Custer,Oklahoma,63,4.2,130,58.9
OK-041,Delaware,Oklahoma,61.5,3,128,58.5
OK-043,Dewey,Oklahoma,62.3,4.2,130,58.2
OK-045,Ellis,Oklahoma,61.6,4.3,130,57.3
OK-047,Garfield,Oklahoma,62.9,4.3,130,58.6
OK-049,Garvin,Oklahoma,64.3,2.7,130,61.6
OK-051,Grady,Oklahoma,63.8,3.5,129,60.3
OK-053,Grant,Oklahoma,62.3,4.2,130,58
OK-055,Greer,Oklahoma,64.7,4.2,130,60.5
OK-057,Harmon,Oklahoma,64.8,4,130,60.9
OK-059,Harper,Oklahoma,61,3.6,130,57.4
OK-061,Haskell,Oklahoma,64.5,3.4,129,61.1
OK-063,Hughes,Oklahoma,64.2,3.1,130,61.1
OK-065,Jackson,Oklahoma,65.5,4,130,61.5
OK-067,Jefferson,Oklahoma,65.9,3,130,62.9
OK-069,Johnston,Oklahoma,65.3,3.2,130,62.1
OK-071,Kay,Oklahoma,62.2,3.9,129,58.3
OK-073,Kingfisher,Oklahoma,63.4,3.7,129,59.7
OK-075,Kiowa,Oklahoma,64.5,4,130,60.5
OK-077,Latimer,Oklahoma,63.9,2.9,128,60.9
OK-079,Le Flore,Oklahoma,63.5,3.2,129,60.3
OK-081,Lincoln,Oklahoma,63.8,3.4,130,60.4
OK-083,Logan,Oklahoma,63.7,3.9,129,59.7
OK-085,Love,Oklahoma,66.1,3,130,63.1
OK-087,McClain,Oklahoma,63.8,3.2,129,60.7
OK-089,McCurtain,Oklahoma,64.3,3.4,130,61
OK-091,McIntosh,Oklahoma,64.5,3.4,130,61.1
OK-093,Major,Oklahoma,62.7,4.1,130,58.6
OK-095,Marshall,Oklahoma,66.1,3.2,130,62.8
OK-097,Mayes,Oklahoma,62.2,2.6,128,59.6
OK-099,Murray,Oklahoma,64.5,2.6,130,61.9
OK-101,Muskogee,Oklahoma,64.3,3.5,130,60.8
OK-103,Noble,Oklahoma,63.1,4.1,129,59
OK-105,Nowata,Oklahoma,61.6,3,128,58.6
OK-107,Okfuskee,Oklahoma,63.8,3.1,130,60.7
OK-109,Oklahoma,Oklahoma,63.7,3.5,129,60.1
OK-111,Okmulgee,Oklahoma,63.8,3,128,60.8
OK-113,Osage,Oklahoma,61.9,3.4,129,58.6
OK-115,Ottawa,Oklahoma,61.9,3.7,129,58.2
OK-117,Pawnee,Oklahoma,62.9,3.6,130,59.3
OK-119,Payne,Oklahoma,63.5,4,130,59.6
OK-121,Pittsburg,Oklahoma,64.4,3,129,61.4
OK-123,Pontotoc,Oklahoma,64.3,2.9,130,61.4
OK-125,Pottawatomie,Oklahoma,63.9,3,130,60.9
OK-127,Pushmataha,Oklahoma,64.3,3.2,130,61.1
OK-129,Roger Mills,Oklahoma,63,4.7,130,58.4
OK-131,Rogers,Oklahoma,62.5,3,129,59.5
OK-133,Seminole,Oklahoma,64,3.1,130,60.9
OK-135,Sequoyah,Oklahoma,64.2,3.7,129,60.5
OK-137,Stephens,Oklahoma,64.7,2.9,130,61.7
OK-139,Texas,Oklahoma,59.4,3.4,129,56
OK-141,Tillman,Oklahoma,65.9,3.8,130,62.1
OK-143,Tulsa,Oklahoma,63,3.1,129,59.9
OK-145,Wagoner,Oklahoma,63.5,3,128,60.4
OK-147,Washington,Oklahoma,61.8,3.2,129,58.6
OK-149,Washita,Oklahoma,63.6,4,130,59.6
OK-151,Woods,Oklahoma,61.4,3.8,130,57.5
OK-153,Woodward,Oklahoma,61.5,3.9,130,57.6
OR-001,Baker,Oregon,47.4,3,128,44.4
OR-003,Benton,Oregon,53.4,1.8,120,51.5
OR-005,Clackamas,Oregon,49.5,1.9,119,47.6
OR-007,Clatsop,Oregon,51.1,2.1,123,48.9
OR-009,Columbia,Oregon,51.8,2.1,121,49.7
OR-011,Coos,Oregon,53.5,2.3,122,51.3
OR-013,Crook,Oregon,47.2,2.5,123,44.7
OR-015,Curry,Oregon,53.8,2.2,123,51.6
OR-017,Deschutes,Oregon,45.7,2.3,125,43.4
OR-019,Douglas,Oregon,52.1,2.3,124,49.8
OR-021,Gilliam,Oregon,51.3,2.1,115,49.1
OR-023,Grant,Oregon,46,2.7,126,43.3
OR-025,Harney,Oregon,48,3.3,126,44.7
OR-027,Hood River,Oregon,46.6,2,117,44.6
OR-029,Jackson,Oregon,52,2.7,127,49.3
OR-031,Jefferson,Oregon,48.7,2.2,124,46.4
OR-033,Josephine,Oregon,52.5,2.7,125,49.8
OR-035,Klamath,Oregon,46.1,2.8,125,43.3
OR-037,Lake,Oregon,46.9,2.9,126,44
OR-039,Lane,Oregon,51,1.9,123,49.1
OR-041,Lincoln,Oregon,52.3,1.4,117,50.9
OR-043,Linn,Oregon,50.4,2,122,48.5
OR-045,Malheur,Oregon,49.9,2.8,125,47
OR-047,Marion,Oregon,50.9,1.9,119,49
OR-049,Morrow,Oregon,51.2,2.7,124,48.5
OR-051,Multnomah,Oregon,52.7,2.2,120,50.5
OR-053,Polk,Oregon,52.9,1.9,119,50.9
OR-055,Sherman,Oregon,51.1,2.2,116,49
OR-057,Tillamook,Oregon,50.4,1.7,118,48.7
OR-059,Umatilla,Oregon,50.4,2.9,126,47.5
OR-061,Union,Oregon,45.9,2.5,124,43.4
OR-063,Wallowa,Oregon,45.2,2.6,126,42.6
OR-065,Wasco,Oregon,49.5,2.1,120,47.4
OR-067,Washington,Oregon,52.1,2,122,50.1
OR-069,Wheeler,Oregon,48.5,2.2,122,46.3
OR-071,Yamhill,Oregon,52.6,1.7,115,51
PA-001,Adams,Pennsylvania,55.2,4,130,51.1
PA-003,Allegheny,Pennsylvania,55,4.3,130,50.7
PA-005,Armstrong,Pennsylvania,52.6,3.9,130,48.7
PA-007,Beaver,Pennsylvania,53.3,3.3,129,50
PA-009,Bedford,Pennsylvania,53.3,3.7,130,49.6
PA-011,Berks,Pennsylvania,54.2,3.7,127,50.6
PA-013,Blair,Pennsylvania,52.3,3.8,130,48.5
PA-015,Bradford,Pennsylvania,49.5,3.6,129,45.9
PA-017,Bucks,Pennsylvania,55.1,4.2,130,50.8
PA-019,Butler,Pennsylvania,52.4,3.7,128,48.7
PA-021,Cambria,Pennsylvania,50.6,3.7,130,46.9
PA-023,Cameron,Pennsylvania,50.1,3.5,128,46.7
PA-025,Carbon,Pennsylvania,50.6,4,129,46.6
PA-027,Centre,Pennsylvania,51.3,3.2,129,48.1
PA-029,Chester,Pennsylvania,55.3,3.8,129,51.5
PA-031,Clarion,Pennsylvania,51.2,4.1,130,47.1
PA-033,Clearfield,Pennsylvania,50.9,4,130,46.8
PA-035,Clinton,Pennsylvania,50.8,3.1,128,47.7
PA-037,Columbia,Pennsylvania,51.4,3.5,129,47.9
PA-039,Crawford,Pennsylvania,51.1,4.7,130,46.4
PA-041,Cumberland,Pennsylvania,55.1,4,130,51.1
PA-043,Dauphin,Pennsylvania,54.5,4.2,130,50.2
PA-045,Delaware,Pennsylvania,57.1,4.1,130,53
PA-047,Elk,Pennsylvania,50.3,4.8,130,45.5
PA-049,Erie,Pennsylvania,51.4,4.8,130,46.6
PA-051,Fayette,Pennsylvania,53.2,3.4,129,49.7
PA-053,Forest,Pennsylvania,50.3,4.3,130,45.9
PA-055,Franklin,Pennsylvania,54.8,3.8,130,51
PA-057,Fulton,Pennsylvania,54.4,3.9,130,50.5
PA-059,Greene,Pennsylvania,54.5,3.8,130,50.7
PA-061,Huntingdon,Pennsylvania,53.5,3.7,130,49.8
PA-063,Indiana,Pennsylvania,51.9,3.7,130,48.2
PA-065,Jefferson,Pennsylvania,51.1,4.8,130,46.4
PA-067,Juniata,Pennsylvania,53.8,3.3,130,50.5
PA-069,Lackawanna,Pennsylvania,50,4.3,130,45.7
PA-071,Lancaster,Pennsylvania,55.2,4,129,51.2
PA-073,Lawrence,Pennsylvania,52.6,3.8,128,48.9
PA-075,Lebanon,Pennsylvania,54.2,4.1,130,50.2
PA-077,Lehigh,Pennsylvania,53.9,4.1,130,49.8
PA-079,Luzerne,Pennsylvania,50.4,3.9,129,46.4
PA-081,Lycoming,Pennsylvania,50.7,3.6,130,47.1
PA-083,McKean,Pennsylvania,49.6,5,130,44.6
PA-085,Mercer,Pennsylvania,51.8,4.5,130,47.3
PA-087,Mifflin,Pennsylvania,53.1,3.2,130,49.9
PA-089,Monroe,Pennsylvania,50,4,129,46
PA-091,Montgomery,Pennsylvania,56.1,4.4,130,51.7
PA-093,Montour,Pennsylvania,52.5,3.6,129,48.8
PA-095,Northampton,Pennsylvania,53.2,4.4,129,48.8
PA-097,Northumberland,Pennsylvania,52.6,3.6,129,49
PA-099,Perry,Pennsylvania,54.3,3.7,130,50.5
PA-101,Philadelphia,Pennsylvania,57.9,4.7,130,53.2
PA-103,Pike,Pennsylvania,49.8,4,129,45.8
PA-105,Potter,Pennsylvania,48.7,3.6,130,45.1
PA-107,Schuylkill,Pennsylvania,51.8,3.7,130,48.1
PA-109,Snyder,Pennsylvania,53,3.4,128,49.6
PA-111,Somerset,Pennsylvania,50.7,3.7,130,46.9
PA-113,Sullivan,Pennsylvania,48,3.3,128,44.6
PA-115,Susquehanna,Pennsylvania,49.4,3.9,130,45.5
PA-117,Tioga,Pennsylvania,48.9,3.6,130,45.3
PA-119,Union,Pennsylvania,52.3,3.5,129,48.8
PA-121,Venango,Pennsylvania,51.1,4.3,130,46.8
PA-123,Warren,Pennsylvania,49.7,4.3,130,45.4
PA-125,Washington,Pennsylvania,54.5,4,130,50.4
PA-127,Wayne,Pennsylvania,49.1,3.9,129,45.2
PA-129,Westmoreland,Pennsylvania,53.8,3.9,130,49.9
PA-131,Wyoming,Pennsylvania,50.2,4,129,46.2
PA-133,York,Pennsylvania,55.6,4.5,130,51.1
RI-001,Bristol,Rhode Island,53,3.2,123,49.8
RI-003,Kent,Rhode Island,52.1,3.7,126,48.4
RI-005,Newport,Rhode Island,52.7,3.1,120,49.5
RI-007,Providence,Rhode Island,51.9,3.7,126,48.2
RI-009,Washington,Rhode Island,52.6,3.9,126,48.7
SC-001,Abbeville,South Carolina,64.1,2.8,130,61.3
SC-003,Aiken,South Carolina,65.6,2.6,127,63
SC-005,Allendale,South Carolina,65.9,2.1,124,63.8
SC-007,Anderson,South Carolina,63.5,3,129,60.5
SC-009,Bamberg,South Carolina,65.6,1.9,122,63.7
SC-011,Barnwell,South Carolina,65.6,2.2,124,63.5
SC-013,Beaufort,South Carolina,68.2,2.5,127,65.7
SC-015,Berkeley,South Carolina,66.5,2.4,125,64.1
SC-017,Calhoun,South Carolina,66,2.6,129,63.4
SC-019,Charleston,South Carolina,67.3,2.6,125,64.7
SC-021,Cherokee,South Carolina,61.4,1.9,123,59.5
SC-023,Chester,South Carolina,62.5,1.8,122,60.7
SC-025,Chesterfield,South Carolina,63.6,2.5,126,61
SC-027,Clarendon,South Carolina,65.7,2.3,127,63.4
SC-029,Colleton,South Carolina,66.9,2.7,129,64.2
SC-031,Darlington,South Carolina,65,2.9,129,62.1
SC-033,Dillon,South Carolina,65.2,3,129,62.2
SC-035,Dorchester,South Carolina,67.1,3,129,64.1
SC-037,Edgefield,South Carolina,65.2,2.6,128,62.6
SC-039,Fairfield,South Carolina,63.9,2.3,128,61.6
SC-041,Florence,South Carolina,65.8,2.9,129,62.9
SC-043,Georgetown,South Carolina,65.3,1.7,119,63.7
SC-045,Greenville,South Carolina,61.7,2.5,125,59.2
SC-047,Greenwood,South Carolina,64.2,2.5,130,61.7
SC-049,Hampton,South Carolina,66.5,2.3,126,64.2
SC-051,Horry,South Carolina,64.9,2,123,62.9
SC-053,Jasper,South Carolina,67.6,2.5,128,65.1
SC-055,Kershaw,South Carolina,64.4,2.8,130,61.6
SC-057,Lancaster,South Carolina,62.8,2.4,127,60.3
SC-059,Laurens,South Carolina,63.1,2,124,61
SC-061,Lee,South Carolina,65.4,3.1,130,62.2
SC-063,Lexington,South Carolina,65.3,2.9,129,62.4
SC-065,McCormick,South Carolina,64.8,2.6,130,62.1
SC-067,Marion,South Carolina,65.6,2.7,129,62.9
SC-069,Marlboro,South Carolina,64.7,2.9,128,61.8
SC-071,Newberry,South Carolina,64,2.4,126,61.6
SC-073,Oconee,South Carolina,61.5,2.1,125,59.5
SC-075,Orangeburg,South Carolina,66.1,2.5,128,63.6
SC-077,Pickens,South Carolina,62,2.8,128,59.1
SC-079,Richland,South Carolina,65.4,2.5,127,62.8
SC-081,Saluda,South Carolina,64.7,2.7,130,62
SC-083,Spartanburg,South Carolina,62.1,2.3,125,59.8
SC-085,Sumter,South Carolina,66,3,130,63
SC-087,Union,South Carolina,62.5,1.8,123,60.7
SC-089,Williamsburg,South Carolina,65.5,2.1,123,63.5
SC-091,York,South Carolina,61.9,1.9,123,59.9
SD-003,Aurora,South Dakota,48.9,3.2,122,45.7
SD-005,Beadle,South Dakota,47.9,3.4,122,44.5
SD-007,Bennett,South Dakota,50,4,129,46.1
SD-009,Bon Homme,South Dakota,50.5,3.2,125,47.3
SD-011,Brookings,South Dakota,46.2,3.4,125,42.8
SD-013,Brown,South Dakota,46.3,4.2,126,42.1
SD-015,Brule,South Dakota,49.5,3.4,123,46.1
SD-017,Buffalo,South Dakota,48.3,3.1,121,45.2
SD-019,Butte,South Dakota,48.7,4.1,129,44.5
SD-021,Campbell,South Dakota,45.9,3.4,123,42.6
SD-023,Charles Mix,South Dakota,50.5,3.1,124,47.4
SD-025,Clark,South Dakota,46.4,4.2,126,42.3
SD-027,Clay,South Dakota,50.6,3.6,127,47
SD-029,Codington,South Dakota,45.7,4.4,127,41.3
SD-031,Corson,South Dakota,46.8,3.7,125,43.1
SD-033,Custer,South Dakota,48.7,3.9,129,44.8
SD-035,Davison,South Dakota,48.6,2.5,117,46.1
SD-037,Day,South Dakota,45.4,4.2,127,41.2
SD-039,Deuel,South Dakota,46,4.2,127,41.8
SD-041,Dewey,South Dakota,47.9,3.7,124,44.2
SD-043,Douglas,South Dakota,49.5,2.9,123,46.6
SD-045,Edmunds,South Dakota,46,3.5,123,42.5
SD-047,Fall River,South Dakota,50.6,4.1,129,46.5
SD-049,Faulk,South Dakota,46.8,3.7,125,43
SD-051,Grant,South Dakota,46.7,4.6,127,42.1
SD-053,Gregory,South Dakota,50.4,3.3,126,47.1
SD-055,Haakon,South Dakota,49.4,3.5,126,45.9
SD-057,Hamlin,South Dakota,46,4.1,126,41.9
SD-059,Hand,South Dakota,47.3,3.2,122,44.1
SD-061,Hanson,South Dakota,48.5,2.6,118,45.9
SD-063,Harding,South Dakota,47.3,4.6,128,42.7
SD-065,Hughes,South Dakota,48.6,3.2,123,45.4
SD-067,Hutchinson,South Dakota,49.6,3.2,124,46.4
SD-069,Hyde,South Dakota,47.1,3.4,123,43.7
SD-071,Jackson,South Dakota,50.8,3.9,129,46.9
SD-073,Jerauld,South Dakota,47.7,2.8,118,44.9
SD-075,Jones,South Dakota,50.1,3.4,126,46.7
SD-077,Kingsbury,South Dakota,46.8,3.6,126,43.2
SD-079,Lake,South Dakota,47.4,3.5,127,43.9
SD-081,Lawrence,South Dakota,45.6,3.3,128,42.3
SD-083,Lincoln,South Dakota,49.6,3.9,127,45.7
SD-085,Lyman,South Dakota,49.7,3.2,123,46.5
SD-087,McCook,South Dakota,48.7,3.5,127,45.2
SD-089,McPherson,South Dakota,44.8,3.3,123,41.5
SD-091,Marshall,South Dakota,44.9,3.7,125,41.2
SD-093,Meade,South Dakota,48.9,3.7,129,45.2
SD-095,Mellette,South Dakota,50.8,3.6,127,47.2
SD-097,Miner,South Dakota,47.8,3.2,124,44.7
SD-099,Minnehaha,South Dakota,49.2,4.6,128,44.6
SD-101,Moody,South Dakota,47.5,3.8,127,43.7
SD-102,Oglala Lakota,South Dakota,50.9,4.2,129,46.7
SD-103,Pennington,South Dakota,48.9,4,129,44.9
SD-105,Perkins,South Dakota,47,4.1,129,42.9
SD-107,Potter,South Dakota,46.8,3.8,123,43.1
SD-109,Roberts,South Dakota,46.3,4.5,127,41.9
SD-111,Sanborn,South Dakota,48.1,2.6,117,45.5
SD-115,Spink,South Dakota,47.5,4,127,43.5
SD-117,Stanley,South Dakota,49.2,3.3,122,45.9
SD-119,Sully,South Dakota,47.8,3.4,123,44.4
SD-121,Todd,South Dakota,50.2,3.6,129,46.6
SD-123,Tripp,South Dakota,50.3,3.4,124,47
SD-125,Turner,South Dakota,49.8,3.9,127,45.9
SD-127,Union,South Dakota,50.5,3.5,127,46.9
SD-129,Walworth,South Dakota,46.7,3.9,124,42.8
SD-135,Yankton,South Dakota,50.4,3.6,126,46.8
SD-137,Ziebach,South Dakota,48.2,3.8,125,44.5
TN-001,Anderson,Tennessee,58.9,2.2,125,56.7
TN-003,Bedford,Tennessee,61.3,2.9,130,58.4
TN-005,Benton,Tennessee,61.6,3.1,130,58.4
TN-007,Bledsoe,Tennessee,59.2,2.9,129,56.3
TN-009,Blount,Tennessee,59.9,2.5,128,57.4
TN-011,Bradley,Tennessee,61.6,2.7,128,58.9
TN-013,Campbell,Tennessee,57.2,2.1,126,55.1
TN-015,Cannon,Tennessee,60.4,2.9,129,57.5
TN-017,Carroll,Tennessee,61.5,3,130,58.5
TN-019,Carter,Tennessee,55.6,2.8,130,52.8
TN-021,Cheatham,Tennessee,61.6,3.6,130,57.9
TN-023,Chester,Tennessee,62.1,3,130,59.1
TN-025,Claiborne,Tennessee,57.8,2.4,129,55.4
TN-027,Clay,Tennessee,60.2,3.1,129,57.1
TN-029,Cocke,Tennessee,59.4,2.7,129,56.7
TN-031,Coffee,Tennessee,60.4,3,130,57.4
TN-033,Crockett,Tennessee,62.2,3.2,128,59
TN-035,Cumberland,Tennessee,57.4,2.6,127,54.7
TN-037,Davidson,Tennessee,61.9,3.6,130,58.4
TN-039,Decatur,Tennessee,62.3,3.2,130,59.1
TN-041,DeKalb,Tennessee,60.5,2.9,129,57.6
TN-043,Dickson,Tennessee,61.2,3.8,130,57.4
TN-045,Dyer,Tennessee,62.4,3.4,130,59
TN-047,Fayette,Tennessee,63,3,128,60.1
TN-049,Fentress,Tennessee,57.4,2.9,126,54.5
TN-051,Franklin,Tennessee,60.8,2.8,129,57.9
TN-053,Gibson,Tennessee,61.8,3.2,128,58.7
TN-055,Giles,Tennessee,61.6,3.1,130,58.4
TN-057,Grainger,Tennessee,59.2,2.6,130,56.6
TN-059,Greene,Tennessee,59.1,2.5,128,56.7
TN-061,Grundy,Tennessee,58.7,3,129,55.7
TN-063,Hamblen,Tennessee,59.8,2.6,129,57.2
TN-065,Hamilton,Tennessee,61.7,3,129,58.7
TN-067,Hancock,Tennessee,58.4,2.7,130,55.7
TN-069,Hardeman,Tennessee,62.5,3,129,59.5
TN-071,Hardin,Tennessee,62.6,3.1,130,59.5
TN-073,Hawkins,Tennessee,59.2,2.7,130,56.5
TN-075,Haywood,Tennessee,62.4,3,127,59.4
TN-077,Henderson,Tennessee,61.9,3.1,130,58.8
TN-079,Henry,Tennessee,61.1,2.9,129,58.2
TN-081,Hickman,Tennessee,61.4,3.5,130,57.9
TN-083,Houston,Tennessee,61.1,3.3,129,57.8
TN-085,Humphreys,Tennessee,61.4,3.4,130,58
TN-087,Jackson,Tennessee,60.6,3.1,129,57.6
TN-089,Jefferson,Tennessee,60.3,2.8,129,57.5
TN-091,Johnson,Tennessee,53.9,2.6,129,51.3
TN-093,Knox,Tennessee,60.3,2.4,127,57.8
TN-095,Lake,Tennessee,62.2,3.4,129,58.8
TN-097,Lauderdale,Tennessee,62.7,3,127,59.7
TN-099,Lawrence,Tennessee,61.6,3.5,130,58.1
TN-101,Lewis,Tennessee,61.2,3.5,130,57.7
TN-103,Lincoln,Tennessee,61.4,2.5,128,58.9
TN-105,Loudon,Tennessee,60.7,2.4,127,58.3
TN-107,McMinn,Tennessee,61,2.6,127,58.4
TN-109,McNairy,Tennessee,62.3,2.8,128,59.5
TN-111,Macon,Tennessee,59.9,2.8,128,57.1
TN-113,Madison,Tennessee,62.2,3.2,130,59
TN-115,Marion,Tennessee,60.6,2.8,129,57.7
TN-117,Marshall,Tennessee,61.3,3.1,130,58.3
TN-119,Maury,Tennessee,61.5,3.5,130,58
TN-121,Meigs,Tennessee,61,2.7,127,58.3
TN-123,Monroe,Tennessee,59.8,2.3,127,57.4
TN-125,Montgomery,Tennessee,61.1,3.4,130,57.7
TN-127,Moore,Tennessee,61.1,2.8,129,58.3
TN-129,Morgan,Tennessee,57.8,2.5,126,55.3
TN-131,Obion,Tennessee,61.7,3.3,129,58.4
TN-133,Overton,Tennessee,59.3,3.2,129,56.1
TN-135,Perry,Tennessee,62,3.5,130,58.5
TN-137,Pickett,Tennessee,59,3.1,128,55.9
TN-139,Polk,Tennessee,60.3,2.2,126,58
TN-141,Putnam,Tennessee,59.7,3.1,129,56.6
TN-143,Rhea,Tennessee,60.1,2.7,127,57.4
TN-145,Roane,Tennessee,60.3,2.5,127,57.8
TN-147,Robertson,Tennessee,60.5,2.9,127,57.5
TN-149,Rutherford,Tennessee,61.6,3.2,130,58.4
TN-151,Scott,Tennessee,57,2.5,127,54.5
TN-153,Sequatchie,Tennessee,59.5,3,129,56.5
TN-155,Sevier,Tennessee,58,2.3,127,55.7
TN-157,Shelby,Tennessee,63.9,2.8,127,61.1
TN-159,Smith,Tennessee,60.8,2.7,129,58.1
TN-161,Stewart,Tennessee,61,3.1,128,57.9
TN-163,Sullivan,Tennessee,58.5,3.1,130,55.4
TN-165,Sumner,Tennessee,60.5,2.9,129,57.7
TN-167,Tipton,Tennessee,62.9,2.6,127,60.3
TN-169,Trousdale,Tennessee,60.7,2.7,129,58
TN-171,Unicoi,Tennessee,55.5,2.5,130,53
TN-173,Union,Tennessee,58.6,2.2,127,56.4
TN-175,Van Buren,Tennessee,58.9,2.8,129,56
TN-177,Warren,Tennessee,60.1,2.9,129,57.2
TN-179,Washington,Tennessee,58.8,2.7,130,56
TN-181,Wayne,Tennessee,62,3.6,130,58.4
TN-183,Weakley,Tennessee,61.6,3.2,129,58.4
TN-185,White,Tennessee,59.6,2.9,129,56.6
TN-187,Williamson,Tennessee,61.5,3.6,130,57.9
TN-189,Wilson,Tennessee,61.1,2.9,129,58.2
TX-001,Anderson,Texas,68.2,2.8,129,65.4
TX-003,Andrews,Texas,66.2,4.2,130,62
TX-005,Angelina,Texas,69.1,3,129,66.1
TX-007,Aransas,Texas,74.7,4.4,130,70.4
TX-009,Archer,Texas,67.2,3.8,130,63.5
TX-011,Armstrong,Texas,62.7,4.8,130,58
TX-013,Atascosa,Texas,72.9,3.1,130,69.8
TX-015,Austin,Texas,72.7,4.7,130,68
TX-017,Bailey,Texas,60.9,3.8,130,57.1
TX-019,Bandera,Texas,69.8,3.7,130,66.1
TX-021,Bastrop,Texas,71.9,4.5,130,67.4
TX-023,Baylor,Texas,67.4,4,130,63.4
TX-025,Bee,Texas,73.7,3.3,130,70.3
TX-027,Bell,Texas,69.9,4.1,130,65.7
TX-029,Bexar,Texas,72.2,3.7,130,68.5
TX-031,Blanco,Texas,69.9,3.8,130,66.1
TX-033,Borden,Texas,66.4,3.5,130,62.9
TX-035,Bosque,Texas,68.7,3.3,130,65.4
TX-037,Bowie,Texas,66.6,3.4,130,63.1
TX-039,Brazoria,Texas,72.8,3.8,130,68.9
TX-041,Brazos,Texas,70.8,3.7,129,67
TX-043,Brewster,Texas,69,4.4,130,64.6
TX-045,Briscoe,Texas,63.5,4.1,130,59.4
TX-047,Brooks,Texas,76.3,4.1,130,72.2
TX-049,Brown,Texas,68.3,3.9,129,64.4
TX-051,Burleson,Texas,71.3,4.2,129,67.1
TX-053,Burnet,Texas,69.7,3.6,130,66
